year,games,at_bats,hits,avg,home_runs,rbi,runs,stolen_bases,walks,strikeouts,doubles,triples,ops,obp,slg
2024,159,636,197,0.31,54,130,134,59,81,162,38,7,1.066,0.412,0.654
